source,title,link,published,summary,fetched_at
World news | The Guardian,Jacob Zuma’s daughter resigns amid claims South Africans tricked to fight for Russia,https://www.theguardian.com/world/2025/nov/28/jacob-zuma-daughter-resigns-claims-south-africans-tricked-fight-russia,"Fri, 28 Nov 2025 15:28:33 GMT","<p>Duduzile Zuma-Sambudla quits as MP after being accused of recruiting 17 men who are trapped in war-torn Ukraine</p><p>A daughter of the former South African president Jacob Zuma has resigned as an MP, after being accused of tricking 17 South African men into fighting for Russia in Ukraine by telling them they were travelling to Russia to train as bodyguards for the Zumas’ uMkhonto weSizwe (MK) party.</p><p>Duduzile Zuma-Sambudla, 43, the most visible and active in politics of her siblings, volunteered to resign and step back from public roles while cooperating with a police investigation and working to bring the men home, the MK chair, Nkosinathi Nhleko, said at a <a href=""https://www.youtube.com/live/GTFwUyKTFD8"">press conference</a> in Durban.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/jacob-zuma-daughter-resigns-claims-south-africans-tricked-fight-russia"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"Africa’s forests transformed from carbon sink to carbon source, study finds",https://www.theguardian.com/environment/2025/nov/28/africa-forests-transformed-carbon-sink-carbon-source-study,"Fri, 28 Nov 2025 10:00:03 GMT","<p>Alarming shift since 2010 means planet’s three main rainforest regions now contribute to climate breakdown</p><p>Africa’s forests have turned from a carbon sink into a carbon source, according to research that underscores the need for urgent action to save the world’s great natural climate stabilisers.</p><p>The alarming shift, which has happened since 2010, means all of the planet’s three main rainforest regions – the <a href=""https://www.theguardian.com/environment/2021/jul/14/amazon-rainforest-now-emitting-more-co2-than-it-absorbs"">South American Amazon</a>, <a href=""https://www.wri.org/insights/forests-absorb-twice-much-carbon-they-emit-each-year"">south-east Asia</a> and Africa – have gone from being allies in the fight against climate breakdown to being part of the problem.</p> <a href=""https://www.theguardian.com/environment/2025/nov/28/africa-forests-transformed-carbon-sink-carbon-source-study"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Guinea-Bissau military takes ‘total control’ amid election chaos,https://www.theguardian.com/world/2025/nov/26/guinea-bissau-officers-take-total-control-close-borders-amid-election-chaos,"Wed, 26 Nov 2025 16:52:13 GMT","<p>Officers say they are closing borders and suspending poll as president and main rival both claim victory  </p><p>Soldiers in Guinea-Bissau have announced they are taking “total control” of the west African country, three days after elections that both the two main presidential contenders claim to have won.</p><p>Military officers said they were suspending Guinea-Bissau’s electoral process and closing its borders, in a statement read out at the army’s headquarters in the capital Bissau and broadcast on state TV. They said they had formed “the high military command for the restoration of order”, which would rule the country until further notice.</p> <a href=""https://www.theguardian.com/world/2025/nov/26/guinea-bissau-officers-take-total-control-close-borders-amid-election-chaos"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Nigerian schoolgirls rescued after mass abduction in Kebbi,https://www.theguardian.com/world/2025/nov/25/nigerian-schoolgirls-rescued-after-mass-abduction-in-kebbi,"Tue, 25 Nov 2025 20:35:51 GMT","<p>The president of Nigeria, Bola Tinubu, said all 24 of the girls kidnapped last week had been rescued</p><p>All 24 schoolgirls held by assailants after a mass abduction last week from a school in north-western Nigeria have been rescued, the country’s president announced on Tuesday.</p><p>A total of 25 girls were abducted on 17 November from the Government Girls Comprehensive secondary school in Kebbi state’s Maga town, but one of them was able to escape the same day, the school’s principal said. The remaining 24 were all saved, according to a statement from the Nigerian president, Bola Tinubu, though no details were released about the rescue.</p> <a href=""https://www.theguardian.com/world/2025/nov/25/nigerian-schoolgirls-rescued-after-mass-abduction-in-kebbi"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Jacob Zuma’s daughter accused of tricking men into fighting for Russia in Ukraine,https://www.theguardian.com/world/2025/nov/25/jacob-zuma-daughter-accused-tricking-men-fighting-for-russia-in-ukraine,"Tue, 25 Nov 2025 15:13:59 GMT","<p>South African police investigate allegations made against Duduzile Zuma-Sambudla by another of ex-president’s daughters</p><ul><li><p><a href=""https://www.theguardian.com/world/live/2025/nov/25/us-russia-ukraine-peace-talks-abu-dhabi-kyiv-strikes-zelenskyy-putin-europe-live-news"">Europe live – latest updates</a></p></li></ul><p>South African police are investigating allegations that a daughter of the former president Jacob Zuma tricked men into fighting for Russia in Ukraine by telling them they were travelling to Russia for a paramilitary training course.</p><p>Another of Zuma’s daughters, Nkosazana Zuma-Mncube, filed a police report on Saturday alleging that her sister Duduzile Zuma-Sambudla and two others, Siphokazi Xuma and Blessing Khoza, had recruited 17 men who are now trapped on the frontlines of the war in Ukraine.</p> <a href=""https://www.theguardian.com/world/2025/nov/25/jacob-zuma-daughter-accused-tricking-men-fighting-for-russia-in-ukraine"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,UK MPs push for extra aid and visas as Jamaica reels from Hurricane Melissa,https://www.theguardian.com/world/2025/nov/29/uk-mps-extra-aid-humanitarian-visas-jamaica-hurricane-melissa-dawn-butler,"Sat, 29 Nov 2025 07:00:31 GMT","<p>Dawn Butler leads calls for humanitarian visas and fee waivers for vulnerable relatives of UK nationals affected by storm</p><p>British MPs have joined campaigners calling for more aid and humanitarian visas for Jamaicans to enter the UK after Hurricane Melissa demolished parts of the country, plunging hundreds of thousands of people into a humanitarian crisis.</p><p>The UK has pledged £7.5m emergency funds to Jamaica and other islands affected by the hurricane, but many argue that the country has a moral obligation to do more for former Caribbean colonies.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/uk-mps-extra-aid-humanitarian-visas-jamaica-hurricane-melissa-dawn-butler"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Trump to pardon ex-Honduras leader serving drug trafficking sentence in US,https://www.theguardian.com/us-news/2025/nov/28/trump-pardon-honduras-hernandez-drugs,"Fri, 28 Nov 2025 23:32:19 GMT","<p>Hernández was convicted in 2024 of accepting millions in bribes to protect cocaine shipments</p><p>Donald Trump has said he will grand a pardon to Juan Orlando Hernández, the former president of Honduras who is serving a 45-year prison sentence in the US on drug trafficking and weapons charges.</p><p>“I will be granting a Full and Complete Pardon to Former President Juan Orlando Hernandez who has been, according to many people that I greatly respect, treated very harshly and unfairly,” Trump said Friday in a post on Truth Social.</p> <a href=""https://www.theguardian.com/us-news/2025/nov/28/trump-pardon-honduras-hernandez-drugs"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"College student deported when flying home for Thanksgiving, despite court order",https://www.theguardian.com/us-news/2025/nov/28/college-student-deported-boston-flight-thanksgiving,"Fri, 28 Nov 2025 19:00:54 GMT","<p>Student ‘heartbroken’ after being sent to Honduras while trying to travel from Boston to Texas, attorney says</p><p>A college freshman trying to fly from Boston to Texas to surprise her family for Thanksgiving was instead deported to <a href=""https://www.theguardian.com/world/honduras"">Honduras</a> in violation of a court order, according to her attorney.</p><p>Any Lucia Lopez Belloza, 19, had already passed through security at <a href=""https://www.theguardian.com/us-news/boston"">Boston</a> Logan international airport on 20 November when she was told there was an issue with her boarding pass, said attorney Todd Pomerleau. The Babson College student was then detained by immigration officials and within two days sent to <a href=""https://www.theguardian.com/us-news/texas"">Texas</a> and then Honduras, the country she left at age seven.</p> <a href=""https://www.theguardian.com/us-news/2025/nov/28/college-student-deported-boston-flight-thanksgiving"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Quebec to ban public prayer in sweeping new secularism law,https://www.theguardian.com/world/2025/nov/28/quebec-prayer-law-canada,"Fri, 28 Nov 2025 17:01:27 GMT","<p>Bill 9 would outlaw prayer and face coverings in public institutions, sparking fears it targets Muslims in Canada</p><p>Quebec says it will intensify its <a href=""https://www.theguardian.com/world/2025/aug/29/quebec-public-prayer-ban"">crackdown on public displays of religion</a> in a sweeping new law that critics say pushes Canadian provinces into private spaces and disproportionately affects Muslims.</p><p>Bill 9, introduced by the governing Coalition Avenir Québec on Thursday, bans prayer in public institutions, including in colleges and universities. It also bans communal prayer on public roads and in parks, with the threat of fines of C$1,125 for groups in contravention of the prohibition. Short public events with prior approval are exempt.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/quebec-prayer-law-canada"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,‘Not going to happen’: First Nations threaten to end Carney’s pipe dream,https://www.theguardian.com/world/2025/nov/28/haida-nation-mark-carney-pipe-dream-oil-energy,"Fri, 28 Nov 2025 14:30:14 GMT","<p>The Canadian PM’s breakthrough oil deal with Alberta cost him a cabinet minister and will still face stiff opposition</p><p>When the people of the Haida nation won a decades-long battle for recognition that an archipelago off the coast of British Columbia in Canada was rightfully theirs, it was a long overdue victory.</p><p>The <a href=""https://www.theguardian.com/world/2024/apr/15/haida-first-nation-land-canada"">unprecedented deal</a> with the provincial and the federal governments meant the Haida no longer had to prove that they had Aboriginal title to the land of Xhaaidlagha Gwaayaai, <a href=""https://www.theguardian.com/environment/2023/sep/28/we-know-how-to-win-how-a-haida-nature-reserve-became-a-model-for-the-world"">“the islands at the boundary of the world.”</a></p> <a href=""https://www.theguardian.com/world/2025/nov/28/haida-nation-mark-carney-pipe-dream-oil-energy"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"At least 460 killed in south-east Asia floods and landslides, reports say",https://www.theguardian.com/world/2025/nov/29/indonesia-and-thailand-flooding-death-toll-tops-350-as-rescuers-struggle-to-reach-worst-hit-areas,"Sat, 29 Nov 2025 11:54:25 GMT","<p>More than 300 people killed on Indonesia’s Sumatra island with 162 reported dead across Thailand</p><p>The death toll from devastating floods and landslides in south-east Asia reportedly climbed past 460 on Saturday as clean-up and search-and-rescue operations got under way in Indonesia, Thailand and Malaysia.</p><p>Heavy monsoon rain overwhelmed swathes of the three countries this week, killing hundreds and leaving thousands stranded, many on rooftops awaiting rescue.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/indonesia-and-thailand-flooding-death-toll-tops-350-as-rescuers-struggle-to-reach-worst-hit-areas"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Hong Kong begins three days of mourning after deadly apartment fires,https://www.theguardian.com/news/2025/nov/29/hong-kong-begins-three-days-of-mourning-after-deadly-apartment-fires,"Sat, 29 Nov 2025 03:28:08 GMT","<p>Families are combing hospitals hoping to find their loved ones as about 200 people still listed as missing, and at least 128 killed</p><p>An outpouring of grief was set to sweep Hong Kong on Saturday as an official, three-day mourning period began with a moment of silence for the <a href=""https://www.theguardian.com/news/2025/nov/28/hong-kong-apartment-fire-response-rescue-operations-death-toll"">128 people killed in one of the city’s deadliest fires</a>.</p><p>City leader John Lee, along with senior ministers and dozens of top civil servants, stood in silence for three minutes on Saturday morning outside the government headquarters, where the flags of China and Hong Kong were flown at half-mast.</p> <a href=""https://www.theguardian.com/news/2025/nov/29/hong-kong-begins-three-days-of-mourning-after-deadly-apartment-fires"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Rescue efforts end at Hong Kong tower block fire as death toll reaches 128,https://www.theguardian.com/news/2025/nov/28/hong-kong-apartment-fire-response-rescue-operations-death-toll,"Fri, 28 Nov 2025 14:25:28 GMT","<p>About 200 people still unaccounted for, say officials, as fire chief confirms no alarms went off in any of the eight towers</p><ul><li><p><a href=""https://www.theguardian.com/world/2025/nov/27/anger-hong-kong-apartment-complex-fires-deaths"">Anger swells in Hong Kong over deadliest fire in more than 70 years</a></p></li><li><p><a href=""https://www.theguardian.com/news/2025/nov/27/how-hong-kong-fire-unfolded-apartment-block-blaze-wang-court"">How the Hong Kong fire unfolded – visual guide</a></p></li></ul><p>The death toll from the Hong Kong apartment complex fire that began on Wednesday has risen to 128 with as many as 200 missing, officials have said, as rescue operations were declared over.</p><p>Firefighters had been combing through the high-rises on Friday, attempting to find anyone alive after the massive fire that spread to seven of eight towers in <a href=""https://www.theguardian.com/world/2025/nov/26/hong-kong-fire-tai-po-towers"">one of the city’s deadliest blazes</a>.</p> <a href=""https://www.theguardian.com/news/2025/nov/28/hong-kong-apartment-fire-response-rescue-operations-death-toll"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Hong Kong community groups deliver aid to survivors of Wang Fuk Court fire,https://www.theguardian.com/news/2025/nov/28/hong-kong-community-groups-deliver-aid-to-survivors-of-wang-fuk-court-fire,"Fri, 28 Nov 2025 12:13:02 GMT","<p>Volunteers that emerged during the pro-democracy protests regroup to help those affected by the blaze</p><p>Hong Kong’s grassroots community groups have sprung into action to help coordinate and deliver aid to the survivors of the Wang Fuk Court fire, a <a href=""https://www.theguardian.com/news/2025/nov/28/hong-kong-apartment-fire-response-rescue-operations-death-toll"">catastrophic blaze</a> that is confirmed to have killed at least 128 people, with hundreds still missing.</p><p>Restaurants, churches and gyms in the Tai Po area, where the Wang Fuk Court housing estate is located, have been turned into temporary shelters for people in need of clothes, food and information as a result of the tragedy.</p> <a href=""https://www.theguardian.com/news/2025/nov/28/hong-kong-community-groups-deliver-aid-to-survivors-of-wang-fuk-court-fire"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Bear attacks man in public toilet in Japan,https://www.theguardian.com/world/2025/nov/28/bear-attacks-man-public-toilet-japan,"Fri, 28 Nov 2025 06:43:41 GMT","<p>Incident north of Tokyo comes after a record 13 deaths from bear attacks in Japan since the start of April</p><p>A man has been attacked by a bear in a public toilet in <a href=""https://www.theguardian.com/world/japan"">Japan</a>, local media reported on Friday – the latest in a <a href=""https://www.theguardian.com/world/2025/nov/06/japan-searching-for-cause-of-surge-of-bear-attacks"">record-breaking wave of attacks</a> this autumn, including those in populated areas.</p><p>The victim, a 69-year-old security guard, told police he had noticed the bear, which was 1-1.5 metres long, peering inside as he was about to leave the building in Gunma prefecture, north of Tokyo, in the early hours of Friday, Kyodo news agency and broadcaster NHK reported.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/bear-attacks-man-public-toilet-japan"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"Australian prime minister, Anthony Albanese, marries partner Jodie Haydon",https://www.theguardian.com/australia-news/2025/nov/29/australian-prime-minister-anthony-albanese-marries-jodie-haydon-wedding-canberra,"Sat, 29 Nov 2025 06:36:42 GMT","<p>The PM becomes the first Australian leader to celebrate a wedding while in office with a private ceremony followed by a reception at his official residence, the Lodge</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>The Australian prime minister, Anthony Albanese, has married his partner, Jodie Haydon, in Canberra, making him the first Australian leader to tie the knot in office.</p><p>The ceremony took place on Saturday afternoon at Albanese’s official residence, the Lodge, witnessed by a small group of close family and friends, including Albanese’s son, Nathan, and Haydon’s parents, Bill and Pauline.</p> <a href=""https://www.theguardian.com/australia-news/2025/nov/29/australian-prime-minister-anthony-albanese-marries-jodie-haydon-wedding-canberra"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Jetstar cancels 90 domestic flights across Australia after global Airbus A320 recall,https://www.theguardian.com/business/2025/nov/29/jetstar-cancel-domestic-flights-australia-global-airbus-a320-recall,"Sat, 29 Nov 2025 05:36:34 GMT","<p>Immediate software update ordered by Airbus after US mid-air incident causes airport disruption across Australia and New Zealand</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>Jetstar has grounded some of its Airbus fleet in Australia and cancelled domestic and international flights after the aerospace manufacturer ordered software changes to thousands of its A320 planes following a mid-air incident.</p><p>Ninety Jetstar flights were affected on Saturday with disruption expected to continue until Sunday, the airline’s head of flying operations, Tyrone Simes, told reporters at Melbourne airport.</p> <a href=""https://www.theguardian.com/business/2025/nov/29/jetstar-cancel-domestic-flights-australia-global-airbus-a320-recall"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Virginia Giuffre’s sons deny unsigned document is their mother’s will,https://www.theguardian.com/australia-news/2025/nov/28/virginia-giuffres-sons-deny-unsigned-document-is-their-mothers-will,"Fri, 28 Nov 2025 16:14:04 GMT","<p>After Jeffrey Epstein abuse victim died intestate, sons reject claim that documents presented by her lawyer and carer represent her final intentions</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>An unsigned will has emerged as the crux of the battle over the estate of Virginia Giuffre, one of the most prominent victims of disgraced US financier <a href=""https://www.theguardian.com/us-news/jeffrey-epstein"">Jeffrey Epstein</a>.</p><p>Details of the document surfaced on Friday as hearings began in Western Australia’s supreme court, where her sons, her longtime lawyer and her former carer are all vying for control of the assets.</p> <a href=""https://www.theguardian.com/australia-news/2025/nov/28/virginia-giuffres-sons-deny-unsigned-document-is-their-mothers-will"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"Exclusive gun club linked to Andrew Hastie awarded almost $20,000 in government grants",https://www.theguardian.com/australia-news/2025/nov/29/exclusive-gun-club-linked-to-andrew-hastie-awarded-almost-20000-in-government-grants,"Fri, 28 Nov 2025 14:00:11 GMT","<p>Liberal MP has declared conflict of interest with Port Bouvard Pistol and Small Bore Rifle Club, of which he is a patron</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>An exclusive gun club with links to the Liberal MP Andrew Hastie was awarded three government grants worth a total of almost $20,000 after being nominated by his office.</p><p>Hastie has declared a conflict of interest with the Port Bouvard Pistol and Small Bore Rifle Club. He is a patron, and has competed there at least twice.</p> <a href=""https://www.theguardian.com/australia-news/2025/nov/29/exclusive-gun-club-linked-to-andrew-hastie-awarded-almost-20000-in-government-grants"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"‘Mineral’ sunscreens marketed to Australians contain almost identical chemicals as others, testing shows",https://www.theguardian.com/australia-news/2025/nov/29/mineral-sunscreens-australia-identical-to-others,"Fri, 28 Nov 2025 14:00:11 GMT","<p><strong>Exclusive: </strong>UNSW researchers found protection in products usually marketed as ‘natural’ is also contained in cheaper alternatives</p><ul><li><p>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></p></li></ul><p>Australian consumers are paying a premium for “mineral” sunscreens that contain almost identical chemicals to cheaper varieties, new testing has revealed.</p><p>The University of New South Wales’ school of chemistry tested 10 sunscreens, including Invisible Zinc children’s sunscreen and a Naked Sundays skin tint that retails for $58 – both marketed as mineral sunscreens.</p> <a href=""https://www.theguardian.com/australia-news/2025/nov/29/mineral-sunscreens-australia-identical-to-others"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Zelenskyy faces ‘mini-revolution’ as Yermak’s fall reshapes Ukraine’s wartime power system,https://www.theguardian.com/world/2025/nov/29/zelenskyy-faces-mini-revolution-as-yermak-fall-reshapes-ukraine-wartime-power-system,"Sat, 29 Nov 2025 13:38:01 GMT","<p>Sudden departure of Zelenskyy’s most powerful aide could have tremendous consequences for ending the war</p><p>Ukraine’s political system is bracing for a “mini-revolution” as president Volodymyr Zelenskyy is forced to adapt to life without his closest adviser, chief enforcer and most loyal associate, Andriy Yermak, <a href=""https://www.theguardian.com/world/2025/nov/28/ukraines-anti-corruption-agencies-search-home-zelenskyy-chief-aide-andriy-yermak"">who resigned on Friday</a> after his apartment was searched as part of a widening anti-corruption probe.</p><p>Yermak’s resignation could have tremendous consequences for domestic governance, as well as for Ukraine’s negotiating position in talks over ending the war with Russia, where he had served as the head of Ukraine’s delegation to peace talks with the White House.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/zelenskyy-faces-mini-revolution-as-yermak-fall-reshapes-ukraine-wartime-power-system"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Russian attack on Kyiv cuts power to half of city and leaves two dead,https://www.theguardian.com/world/2025/nov/29/deadly-russian-attack-on-kyiv-cuts-power-to-half-of-city,"Sat, 29 Nov 2025 13:24:10 GMT","<p>Missile and drone attacks come amid Moscow’s campaign to break Ukrainian civil resistance by attacking energy grid</p><p>Two people were killed and 37 were injured in Kyiv by a Russian drone and missile attack on the capital that cut power to the western half of the city, leaving at least 500,000 residents without electricity.</p><p>Nearly 600 drones and 36 rockets were fired into the country in an attack that its president, Volodymyr Zelenskyy, said highlighted Ukraine’s need for western help with air defence, as well as other financial and political support.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/deadly-russian-attack-on-kyiv-cuts-power-to-half-of-city"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,The week Europe realised it stands alone against Russian expansionism,https://www.theguardian.com/world/2025/nov/29/the-week-europe-realised-it-stands-alone-against-russian-expansionism,"Sat, 29 Nov 2025 05:00:28 GMT","<p>Washington’s Putin-appeasing plan for peace in Ukraine has failed, but many heard death knell sounded for European reliance on US protection</p><p>Kaja Kallas, the European Union foreign policy chief, asked her officials this week to dig up the number of times Russia had – in its various guises – invaded other states in the 20th and 21st centuries. The answer that came back was 19 states, on 33 occasions. Kallas, the former Estonian prime minister, was not just indulging in some form of historical mathematics. She was seeking to make a point that lies at the heart of the dispute between the US and Europe over Ukraine’s future, a dispute that has again revealed the chasm across the Atlantic about the true nature of the Russian regime.</p><p>Kallas reads history books as a leisure activity and – drawing on her own country’s history of Soviet occupation – has long maintained that the Soviet Union fell, but its imperialism never did. “Russia has never truly had to come to terms with its brutal past or bear the consequences of its actions,” she has said, arguing that the nature of the Russian regime means “rewarding aggression will bring more war, not less”: Putin will come back for more.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/the-week-europe-realised-it-stands-alone-against-russian-expansionism"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Zelenskyy’s top aide quits after anti-corruption searches of his home,https://www.theguardian.com/world/2025/nov/28/ukraines-anti-corruption-agencies-search-home-zelenskyy-chief-aide-andriy-yermak,"Fri, 28 Nov 2025 17:47:54 GMT","<p>Ukrainian president announces departure of Andriy Yermak, who was leading peace talks with US</p><p>Volodymyr Zelenskyy’s powerful chief of staff and closest ally, Andriy Yermak, has resigned after Ukraine’s anti-corruption agencies conducted searches at his apartment earlier today.</p><p>The abrupt departure of the aide, who had been leading the latest round of the delicate peace negotiations with the US, was announced by the Ukrainian president in a late-afternoon social media video on Friday.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/ukraines-anti-corruption-agencies-search-home-zelenskyy-chief-aide-andriy-yermak"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Zelenskyy chief of staff resigns after property raid by Ukraine’s anti-corruption agencies – Europe live,https://www.theguardian.com/world/live/2025/nov/28/europe-latest-news-andriy-yermak-anti-corruption-zelenskyy-ukraine-russia-war-peace-talks-putin,"Fri, 28 Nov 2025 17:21:24 GMT","<p>‘I want there to be no rumours and speculation,’ Zelenskyy says as Andriy Yermak resigns</p><p><strong>The</strong> <strong>Commission also totally rejected dismissed Russia’s criticism of Volodymyr Zelenskyy as “illegitimate” leader of Ukraine</strong>, after Vladimir Putin suggested yesterday that was a technical reason he couldn’t agree a peace deal with Zelenskyy.</p><p>“President Zelensky is the democratically elected president, by the Ukrainian people, of Ukraine,” a commission spokesperson said in response, somewhat mockingly adding that Putin seems to have “some difficulties in recognising the democratically elected president of his neighbour country, Ukraine.”</p><p><em>“<strong>Let me stress the fight against corruption is a key element for a country to join the EU,</strong> it requires continuous efforts and a strong capacity to fight corruption. This is a key element that we also address in our enlargement report that was published a couple of weeks ago, so we will continue to follow the situation very closely.”</em></p> <a href=""https://www.theguardian.com/world/live/2025/nov/28/europe-latest-news-andriy-yermak-anti-corruption-zelenskyy-ukraine-russia-war-peace-talks-putin"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"Israel has ‘de facto state policy’ of organised torture, says UN report",https://www.theguardian.com/world/2025/nov/29/israel-has-de-facto-state-policy-of-organised-torture-says-un-report,"Sat, 29 Nov 2025 13:18:04 GMT","<p>Committee highlights allegations including dog attacks and sexual violence, raising concern about impunity for war crimes</p><p>Israel has “a de facto state policy of organised and widespread torture”, according to a new UN report covering the past two years, which also raised concerns about the impunity of Israeli security forces for war crimes.</p><p>The UN committee on torture expressed “deep concern over allegations of repeated severe beatings, dog attacks, electrocution, waterboarding, use of prolonged stress positions [and] sexual violence”.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/israel-has-de-facto-state-policy-of-organised-torture-says-un-report"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,"Convincing evidence Israel backed aid convoy looters in Gaza, historian says",https://www.theguardian.com/world/2025/nov/29/convincing-evidence-israel-backed-aid-convoy-looters-in-gaza-historian-says,"Sat, 29 Nov 2025 10:00:35 GMT","<p>Account of visit to Gaza by French professor describes Israeli military attacks on security personnel protecting convoys</p><p>A historian who spent more than a month in Gaza at the turn of the year says he saw “utterly convincing” evidence that Israel supported looters who attacked aid convoys during the conflict.</p><p>Jean-Pierre Filiu, a professor of Middle East studies at France’s prestigious Sciences Po university, entered Gaza in December where he was hosted by an international humanitarian organisation in the southern coastal zone of <a href=""https://www.theguardian.com/world/2024/mar/26/gaza-al-mawasi-palestinians-fleeing-to-humanitarian-zone-find-little-hope"">al-Mawasi</a>.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/convincing-evidence-israel-backed-aid-convoy-looters-in-gaza-historian-says"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Global ‘Free Marwan’ campaign calls for Palestinian political leader’s release,https://www.theguardian.com/world/2025/nov/29/free-marwan-barghouti-global-campaign-palestinian-leader,"Sat, 29 Nov 2025 06:00:33 GMT","<p>Locked away in prison for decades, Marwan Barghouti is a longstanding advocate for a two-state solution</p><p>A global campaign is being launched to secure the release of Marwan Barghouti, the Palestinian prisoner seen by many as the best hope of leading a future Palestinian state, as negotiations continue in the context of the current Gaza ceasefire.</p><p>The campaign, being led by Barghouti’s West Bank-based family with UK civil society support<strong>,</strong> is seeking to put the 66-year-old’s fate at the centre of the next stage of the ceasefire.</p> <a href=""https://www.theguardian.com/world/2025/nov/29/free-marwan-barghouti-global-campaign-palestinian-leader"">Continue reading...</a>",2025-11-29T13:55:17.122231
World news | The Guardian,Video shows Israeli forces shooting Palestinians dead moments after surrender,https://www.theguardian.com/world/2025/nov/28/video-shows-israeli-forces-shooting-palestinians-dead-moments-after-surrender,"Fri, 28 Nov 2025 12:42:16 GMT","<p>Far-right minister defends killing of two men who appeared to have given themselves up, saying ‘terrorists must die’</p><p>Video of an Israeli military raid in the West Bank shows soldiers summarily executing two Palestinians they had detained seconds earlier.</p><p>The shooting on Thursday evening, which was also witnessed by journalists close to the scene, is under justice ministry review, but has already been defended by <a href=""https://www.theguardian.com/world/israel"">Israel</a>’s far-right minister Itamar Ben-Gvir, who declared that “terrorists must die”.</p> <a href=""https://www.theguardian.com/world/2025/nov/28/video-shows-israeli-forces-shooting-palestinians-dead-moments-after-surrender"">Continue reading...</a>",2025-11-29T13:55:17.122231
